source,task_type,difficulty,is_complex,prompt_complexity_score,creativity_scope,reasoning_score,constraint_ct,domain_knowledge,complexity_level,task_type_nvidia
Winogrande,Commonsense,Medium,0,0.09726,0.0216,0.0091,0.3333,0.0904,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09242,0.0083,0.0136,0.403,0.1,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09299,0.0256,0.0122,0.358,0.0803,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09112,0.0083,0.0066,0.3858,0.1234,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.111,0.0093,0.0287,0.3194,0.1191,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09351,0.0437,0.0097,0.3208,0.0802,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10695,0.0137,0.0064,0.5509,0.0932,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09183,0.0074,0.0229,0.3253,0.0984,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.1058,0.0252,0.0154,0.3736,0.085,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.1267,0.0397,0.0298,0.4899,0.1174,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10281,0.02,0.0222,0.3379,0.0892,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11366,0.0181,0.0139,0.5537,0.0864,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11022,0.0148,0.0174,0.4334,0.1054,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08634,0.0088,0.0244,0.3651,0.0905,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07762,0.0195,0.0112,0.3228,0.0717,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.1227,0.0385,0.0125,0.4417,0.1028,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09936,0.0359,0.0179,0.2926,0.0935,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07886,0.0176,0.0146,0.2921,0.09,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.06712,0.0221,0.0079,0.1744,0.095,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09398,0.0161,0.0124,0.4314,0.0595,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11896,0.0221,0.0117,0.4795,0.0927,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07426,0.0127,0.0193,0.2005,0.1348,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0838,0.0127,0.0075,0.3563,0.0866,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.06657,0.0059,0.0136,0.2252,0.1364,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09542,0.0298,0.0115,0.3559,0.1007,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09698,0.0445,0.008,0.3292,0.0741,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0917,0.0192,0.0163,0.3912,0.0629,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08263,0.0097,0.0133,0.3312,0.1032,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07607,0.0044,0.0226,0.2537,0.122,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10706,0.0185,0.0205,0.4707,0.0928,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.12155,0.0158,0.0266,0.578,0.0797,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11828,0.0362,0.0127,0.4978,0.073,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09406,0.0175,0.0119,0.3067,0.1069,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0859,0.0086,0.0191,0.1697,0.167,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.13574,0.0203,0.0108,0.6138,0.0969,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09216,0.0154,0.0227,0.3458,0.1015,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09414,0.0219,0.0143,0.3495,0.086,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09583,0.0285,0.0077,0.2897,0.0785,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10116,0.0057,0.0187,0.4053,0.0995,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0716,0.0051,0.0176,0.248,0.1427,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07964,0.0074,0.0182,0.2953,0.1093,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11184,0.0201,0.0133,0.4022,0.0823,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07744,0.0151,0.0187,0.2758,0.0878,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.1034,0.0261,0.0107,0.4232,0.096,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11003,0.006,0.0144,0.5416,0.0797,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07652,0.0121,0.0122,0.2732,0.139,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.1169,0.0488,0.0108,0.3305,0.1061,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10602,0.0047,0.0095,0.5721,0.0724,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08506,0.0275,0.0157,0.2579,0.1074,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09403,0.0243,0.0142,0.4103,0.0743,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08434,0.0167,0.0091,0.2634,0.1306,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0769,0.0311,0.0092,0.2293,0.0712,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10849,0.0265,0.0102,0.2516,0.1102,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.06033,0.0099,0.0117,0.2089,0.0953,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0848,0.0153,0.0199,0.2881,0.0845,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07302,0.0026,0.0063,0.2385,0.1939,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.06506,0.0054,0.0181,0.2074,0.1097,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09905,0.0251,0.0222,0.3316,0.0942,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09662,0.0539,0.0116,0.3304,0.0722,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09754,0.0176,0.0223,0.3852,0.0957,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08373,0.0113,0.0171,0.3028,0.0924,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.12058,0.0503,0.0077,0.541,0.0735,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08746,0.0152,0.0132,0.3595,0.0733,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11393,0.0373,0.0095,0.4546,0.0741,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09754,0.0315,0.0048,0.4045,0.094,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08136,0.0205,0.0099,0.2851,0.0866,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09667,0.0182,0.0208,0.3352,0.1019,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0882,0.0454,0.0115,0.3065,0.0778,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08112,0.021,0.0115,0.333,0.0697,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07099,0.0169,0.0173,0.2212,0.0771,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08613,0.0217,0.0061,0.3242,0.1184,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.11536,0.0541,0.0105,0.3312,0.0898,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.12459,0.0482,0.0134,0.5197,0.093,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08081,0.0078,0.0252,0.2618,0.1064,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07193,0.0064,0.0172,0.2357,0.1173,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.0947,0.0193,0.015,0.3003,0.0955,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08896,0.0052,0.0072,0.4086,0.1147,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.072,0.0146,0.0078,0.28,0.1344,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09988,0.0232,0.0106,0.4814,0.0733,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07562,0.0143,0.008,0.2612,0.0971,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10722,0.0204,0.0181,0.4767,0.0864,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.10074,0.0146,0.0138,0.4061,0.107,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07102,0.0146,0.0065,0.2799,0.0822,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.07463,0.0066,0.016,0.2658,0.0937,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.13012,0.033,0.0131,0.5864,0.0952,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.14314,0.0186,0.0231,0.7309,0.0754,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08794,0.0058,0.0148,0.2821,0.1619,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08651,0.0238,0.023,0.2887,0.0788,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.09454,0.0458,0.0099,0.2703,0.0852,trivial,Closed QA
Winogrande,Commonsense,Medium,0,0.08704,0.0417,0.007,0.1999,0.0799,trivial,Closed QA
